"index","start-time","end-time","event?","event-type","RxD event","TxD event","RxD data","TxD data"
"2453","6.61 s","6.61 s","false","","","","71",""
"2454","6.61 s","6.61 s","false","","","","71",""
"2455","6.61 s","6.61 s","false","","","","255",""
"2456","6.62 s","6.62 s","false","","","","255",""
"2457","6.62 s","6.62 s","false","","","","255",""
"2458","6.62 s","6.62 s","false","","","","127",""
"2459","6.62 s","6.62 s","false","","","","255",""
"2460","6.62 s","6.62 s","false","","","","255",""
"2461","6.62 s","6.62 s","false","","","","255",""
"2462","6.62 s","6.62 s","false","","","","255",""
"2463","6.62 s","6.62 s","false","","","","0",""
"2464","6.62 s","6.62 s","false","","","","4",""
"2465","6.62 s","6.62 s","false","","","","255",""
"2466","6.62 s","6.62 s","false","","","","255",""
"2467","6.63 s","6.63 s","false","","","","255",""
"2468","6.63 s","6.63 s","false","","","","73",""
"2469","6.69 s","6.69 s","false","","","","128",""
"2470","6.69 s","6.69 s","false","","","","18",""
"2471","6.69 s","6.69 s","false","","","","241",""
"2472","6.69 s","6.69 s","false","","","","2",""
"2473","6.69 s","6.69 s","false","","","","33",""
"2474","6.69 s","6.69 s","false","","","","8",""
"2475","6.70 s","6.73 s","false","","","","174",""
"2476","6.73 s","6.73 s","false","","","","128",""
"2477","6.73 s","6.73 s","false","","","","241",""
"2478","6.73 s","6.73 s","false","","","","18",""
"2479","6.73 s","6.73 s","false","","","","52",""
"2480","6.73 s","6.73 s","false","","","","97",""
"2481","6.73 s","6.74 s","false","","","","8",""
"2482","6.74 s","6.74 s","false","","","","0",""
"2483","6.74 s","6.74 s","false","","","","0",""
"2484","6.74 s","6.74 s","false","","","","0",""
"2485","6.74 s","6.74 s","false","","","","0",""
"2486","6.74 s","6.74 s","false","","","","0",""
"2487","6.74 s","6.74 s","false","","","","0",""
"2488","6.74 s","6.74 s","false","","","","0",""
"2489","6.74 s","6.74 s","false","","","","255",""
"2490","6.74 s","6.74 s","false","","","","255",""
"2491","6.74 s","6.74 s","false","","","","255",""
"2492","6.75 s","6.75 s","false","","","","255",""
"2493","6.75 s","6.75 s","false","","","","0",""
"2494","6.75 s","6.75 s","false","","","","255",""
"2495","6.75 s","6.75 s","false","","","","67",""
"2496","6.75 s","6.75 s","false","","","","202",""
"2497","6.75 s","6.75 s","false","","","","63",""
"2498","6.75 s","6.75 s","false","","","","64",""
"2499","6.75 s","6.75 s","false","","","","255",""
"2500","6.75 s","6.75 s","false","","","","167",""
"2501","6.75 s","6.75 s","false","","","","255",""
"2502","6.76 s","6.76 s","false","","","","0",""
"2503","6.76 s","6.76 s","false","","","","255",""
"2504","6.76 s","6.76 s","false","","","","255",""
"2505","6.76 s","6.76 s","false","","","","255",""
"2506","6.76 s","6.76 s","false","","","","255",""
"2507","6.76 s","6.76 s","false","","","","0",""
"2508","6.76 s","6.76 s","false","","","","0",""
"2509","6.76 s","6.76 s","false","","","","0",""
"2510","6.76 s","6.76 s","false","","","","0",""
"2511","6.76 s","6.76 s","false","","","","255",""
"2512","6.76 s","6.76 s","false","","","","255",""
"2513","6.77 s","6.77 s","false","","","","255",""
"2514","6.77 s","6.77 s","false","","","","255",""
"2515","6.77 s","6.77 s","false","","","","255",""
"2516","6.77 s","6.77 s","false","","","","255",""
"2517","6.77 s","6.77 s","false","","","","71",""
"2518","6.77 s","6.77 s","false","","","","71",""
"2519","6.77 s","6.77 s","false","","","","255",""
"2520","6.77 s","6.77 s","false","","","","255",""
"2521","6.77 s","6.77 s","false","","","","255",""
"2522","6.77 s","6.77 s","false","","","","127",""
"2523","6.78 s","6.78 s","false","","","","255",""
"2524","6.78 s","6.78 s","false","","","","255",""
"2525","6.78 s","6.78 s","false","","","","255",""
"2526","6.78 s","6.78 s","false","","","","255",""
"2527","6.78 s","6.78 s","false","","","","0",""
"2528","6.78 s","6.78 s","false","","","","4",""
"2529","6.78 s","6.78 s","false","","","","255",""
"2530","6.78 s","6.78 s","false","","","","255",""
"2531","6.78 s","6.78 s","false","","","","255",""
"2532","6.78 s","6.78 s","false","","","","73",""
"2533","6.84 s","6.84 s","false","","","","128",""
"2534","6.84 s","6.85 s","false","","","","18",""
"2535","6.85 s","6.85 s","false","","","","241",""
"2536","6.85 s","6.85 s","false","","","","2",""
"2537","6.85 s","6.85 s","false","","","","33",""
"2538","6.85 s","6.85 s","false","","","","8",""
"2539","6.85 s","6.89 s","false","","","","174",""
"2540","6.89 s","6.89 s","false","","","","128",""
"2541","6.89 s","6.89 s","false","","","","241",""
"2542","6.89 s","6.89 s","false","","","","18",""
"2543","6.89 s","6.89 s","false","","","","52",""
"2544","6.89 s","6.89 s","false","","","","97",""
"2545","6.89 s","6.89 s","false","","","","8",""
"2546","6.89 s","6.89 s","false","","","","0",""
"2547","6.90 s","6.90 s","false","","","","0",""
"2548","6.90 s","6.90 s","false","","","","0",""
"2549","6.90 s","6.90 s","false","","","","0",""
"2550","6.90 s","6.90 s","false","","","","0",""
"2551","6.90 s","6.90 s","false","","","","0",""
"2552","6.90 s","6.90 s","false","","","","0",""
"2553","6.90 s","6.90 s","false","","","","255",""
"2554","6.90 s","6.90 s","false","","","","255",""
"2555","6.90 s","6.90 s","false","","","","255",""
"2556","6.90 s","6.90 s","false","","","","255",""
"2557","6.91 s","6.91 s","false","","","","0",""
"2558","6.91 s","6.91 s","false","","","","255",""
"2559","6.91 s","6.91 s","false","","","","67",""
"2560","6.91 s","6.91 s","false","","","","202",""
"2561","6.91 s","6.91 s","false","","","","63",""
"2562","6.91 s","6.91 s","false","","","","64",""
"2563","6.91 s","6.91 s","false","","","","255",""
